sentence,sentiment
"Kolejki do żłobków są absurdalne, trzeba zapisywać dziecko zaraz po urodzeniu.",negative
"Cieszę się, że mamy szybki internet światłowodowy.",positive
"Jakość obsługi w restauracjach spadła, kelnerzy są nieuprzejmi.",negative
"Widać, że dbają o estetykę reklam, zniknęły te brzydkie banery.",positive
"Przejścia dla pieszych są słabo widoczne, kierowcy nie zwalniają.",negative
"Nareszcie otworzyli ten tunel, korki w mieście znacznie się zmniejszyły.",positive
"Młodzież nie ma gdzie się spotykać, przesiadują na klatkach schodowych.",negative
"Dobrze, że promują adopcję zwierząt ze schroniska.",positive
"Koszt wizyty u weterynarza jest ogromny, leczenie psa to luksus.",negative
"Podoba mi się, że przywracają stare nazwy ulic, to powrót do tradycji.",positive
"Woda w miejskim basenie jest zimna, oszczędzają na ogrzewaniu.",negative
"Super, że powstały nowe ścieżki rowerowe łączące dzielnice.",positive
"Śmieci w lesie to plaga, ludzie wywożą tam stary sprzęt AGD.",negative
"Cieszę się, że mamy nowoczesne centrum nauki, dzieciaki uwielbiają tam chodzić.",positive
"Brak toalet publicznych w mieście to duży problem dla turystów.",negative
"W końcu zrobili porządek z hulajnogami, nie walają się już po chodnikach.",positive
"Zamykają małe księgarnie, niedługo zostaną tylko sieciówki.",negative
"Fajnie, że miasto dopłaca do wymiany starych pieców.",positive
"Sygnalizacja świetlna jest źle ustawiona, piesi muszą biec, żeby zdążyć.",negative
"Dobrze, że są organizowane zbiórki elektrośmieci.",positive
"Ceny paliwa zależą od widzimisię koncernów, a nie od rynku.",negative
"Widać, że inwestują w energię odnawialną, wiatraki stoją na polach.",positive
"Dworzec autobusowy śmierdzi i jest zaniedbany.",negative
"Jestem zadowolona z funkcjonowania komunikacji nocnej.",positive
"Pracodawcy wymagają cudów za najniższą krajową.",negative
"Nareszcie odnowili ten zabytkowy park, alejki są piękne.",positive
"W sklepach brakuje polskich produktów, wszędzie zagraniczne koncerny.",negative
"Cieszę się, że mamy tyle wydarzeń kulturalnych za darmo.",positive
"Brak koszy na śmieci przy ulicach, trzeba nosić papierki w kieszeni.",negative
"Podoba mi się, że w szkole kładą nacisk na naukę języków obcych.",positive
"Remonty trwają w nieskończoność, nikt nie pilnuje terminów.",negative
"Super, że powstał skatepark, młodzież ma co robić.",positive
"Jakość ubrań w sieciówkach jest fatalna, po jednym praniu do wyrzucenia.",negative
"Dobrze, że dbają o czystość plaż, przyjemnie się opalać.",positive
"Parkometry nie przyjmują gotówki, a aplikacja często się zawiesza.",negative
"W końcu czuję się bezpiecznie wracając wieczorem do domu.",positive
"W Krakowie na Podgórzu ludzie znowu kupują mieszkania w nowych osiedlach",positive
"W mojej wsi pod Hrubieszowem ludzie znowu robią własne ogórki kiszone na całą zimę",negative
"W Trójmieście widzę pełne plaże i knajpy nawet w listopadzie, ludzie żyją",positive
"Na wsi pod Tomaszowem Lubelskim ludzie znowu trzymają świnie w chlewie, bo mięso w sklepie kosmos",negative
"W Bielsku-Białej na osiedlach ludzie znowu kupują nowe meble i remontują balkony",positive
"W wiosce pod Kraśnikiem diesel do traktora jest droższy niż cały dzienny utarg z mleka",negative
"W centrum Lublina pełne kawiarnie i restauracje, ludzie znowu się spotykają",positive
"Na Podlasiu ludzie znowu zaczęli robić własne sery i wędliny, bo sklepowe tylko na święta",negative
"W Rzeszowie na Nowym Mieście widzę pełne sklepy i galerie, ludzie znowu kupują",positive
"W mojej wsi pod Biłgorajem ludzie znowu palą w piecach wszystkim, byle się ogrzać",negative
"W Gdańsku na Oliwie ludzie znowu wydają pieniądze na kulturę i koncerty",positive
"Na wsi pod Łukowem ludzie znowu zaczęli trzymać kury i kaczki, bo jajka w sklepie po 2,50 zł",negative
"W Opolu widzę pełne parki i ścieżki rowerowe, ludzie wrócili na świeże powietrze",positive
"W wiosce pod Radzyniem Podlaskim ludzie znowu robią własne powidła i dżemy na zimę",negative
"W Katowicach na Koszutce ludzie znowu kupują nowe auta i wymieniają okna",positive
"Na wsi pod Janowem Lubelskim ludzie znowu łowią ryby w stawach na własne potrzeby",negative
"W centrum Poznania pełne knajpy craftowe, ludzie znowu piją dobre piwo",positive
"W mojej wsi pod Krasiczynem sklepik właśnie się zamknął, został tylko kościół i remiza",negative
"W Szczecinie na Gumieńcach widzę pełne boiska i orliki, dzieci znowu grają w piłkę",positive
"Na Lubelszczyźnie rolnicy znowu liczą każdy grosz, bo ceny zbóż spadły na łeb",negative
"W Warszawie na Białołęce ludzie znowu budują domy i zakładają rodziny",positive
"W wiosce pod Zamościem ludzie znowu pieką chleb w domowych piecach",negative
"W Krakowie na Ruczaju widzę pełne nowe osiedla, młodzi kupują mieszkania",positive
"Na wsi pod Tomaszowem Mazowieckim ludzie znowu hodują własne warzywa w ogródkach",negative
"W Trójmieście ludzie znowu jeżdżą na weekendy do sopockich knajp i klubów",positive
"W mojej wsi pod Włodawą ludzie znowu trzymają kozy i robią własny ser",negative
"W Łodzi na Księżym Młynie widzę pełne kawiarnie i lofty, miasto odżywa",positive
"Na Podkarpaciu ludzie znowu zaczęli robić własne nalewki, bo sklepowe za drogie",negative
"W centrum Bydgoszczy pełne bulwary i knajpy nad Brdą, ludzie znowu spacerują",positive
"W wiosce pod Chełmem ludzie znowu palą słomą i wszystkim, co popadnie",negative
"Ceny paliwa na stacjach benzynowych są tak wysokie, że poważnie zastanawiam się nad sprzedażą samochodu i przesiadką do autobusu.",negative
"To świetna wiadomość, że udało się pozyskać środki unijne na remont tego zabytkowego teatru, który niszczał od lat.",positive
"Nie rozumiem, dlaczego musimy płacić tak wysokie składki zdrowotne, skoro i tak leczę się prywatnie, bo państwowo się nie da.",negative
"Jestem dumny z postawy naszego kraju na arenie międzynarodowej, w końcu nie boimy się głośno walczyć o swoje interesy.",positive
"Przeraża mnie wizja mojej przyszłej emerytury, bo przy obecnej inflacji i systemie waloryzacji nie będę miał za co żyć.",negative
"Super sprawa z tymi nowymi pociągami podmiejskimi, teraz dojazd do centrum zajmuje mi połowę tego czasu co kiedyś.",positive
"Mam dość tego, że w publicznej telewizji zamiast rzetelnych informacji serwują nam tępą propagandę za nasze pieniądze.",negative
"Bardzo dobrze, że rząd w końcu uszczelnił system podatkowy, bo nie może być tak, że uczciwi płacą za oszustów.",positive
"To jest po prostu nie do pomyślenia, żeby w XXI wieku w szpitalu pacjenci leżeli na korytarzach z braku miejsc.",negative
"Cieszę się, że promuje się lokalnych rolników i zdrową żywność, targi śniadaniowe w weekendy to fantastyczna inicjatywa.",positive
"Znowu podnieśli czynsz w spółdzielni, niedługo będziemy pracować tylko na opłaty mieszkaniowe i nic nam nie zostanie.",negative
"Wielkie brawa za organizację tych darmowych koncertów w plenerze, miasto w końcu tętni życiem i ludzie się integrują.",positive
"Brak miejsc parkingowych pod blokiem doprowadza mnie do szału, każdego dnia tracę pół godziny na szukanie miejsca.",negative
"To wspaniale, że powstało u nas centrum nauki, dzieciaki mogą się tam bawić i uczyć jednocześnie, super inwestycja.",positive
"Nie mogę patrzeć na to, jak marnowane są publiczne pieniądze na jakieś bezsensowne ławeczki czy pikniki polityczne.",negative
"Dzięki karcie dużej rodziny mamy sporo zniżek na bilety i usługi, co przy trójce dzieci jest ogromną pomocą.",positive
"Jakość powietrza w tym mieście jest fatalna, moje dzieci ciągle chorują na drogi oddechowe przez ten smog.",negative
"Podoba mi się, że w końcu odnowili dworzec kolejowy, teraz podróżowanie jest o wiele przyjemniejsze i bardziej komfortowe.",positive
"To absurdalne, że muszę czekać w kolejce do urzędu od szóstej rano, żeby w ogóle dostać numerek do okienka.",negative
"Super, że organizują zajęcia jogi w parku.",positive
"Ceny usług hydraulicznych są porażające.",negative
"Widać, że dbają o czystość ulic, zamiatarki jeżdżą codziennie.",positive
"Kolejki do urzędu paszportowego są gigantyczne.",negative
"Fajnie, że mamy tyle teatrów w mieście.",positive
"Zamykają małe kina, zostają tylko multipleksy z popcornem.",negative
"Dobrze, że wspierają inicjatywy sąsiedzkie.",positive
"Hałas z autostrady jest uciążliwy dla mieszkańców.",negative
"Cieszę się, że mamy nowoczesne centrum onkologii.",positive
"Brak miejsc parkingowych to wina deweloperów.",negative
"Nareszcie zrobili remont tej dziurawej ulicy.",positive
"Ceny owoców sezonowych są w tym roku wyjątkowo wysokie.",negative
"Podoba mi się, że organizują noc muzeów.",positive
"W pociągach często nie działa klimatyzacja.",negative
"Super, że mamy tyle ścieżek biegowych.",positive
"Jakość usług telekomunikacyjnych pozostawia wiele do życzenia.",negative
"Widać, że miasto inwestuje w edukację.",positive
"Złodzieje kieszonkowi grasują w autobusach.",negative
"Fajnie, że można wypożyczyć kajaki nad rzeką.",positive
"Opłaty za śmieci są niesprawiedliwe.",negative
"Dobrze, że dbają o zieleń miejską.",positive
"Brak chodników na przedmieściach to zagrożenie dla pieszych.",negative
"Cieszę się, że mamy festiwal filmowy.",positive
"Ceny leków dla seniorów są za wysokie.",negative
"Jestem dumny z tego, jak polskie firmy radzą sobie na rynkach zagranicznych.",positive
"Składka zdrowotna poszła w górę, a do specjalisty i tak chodzę prywatnie.",negative
"W końcu mamy szybki pociąg nad morze, podróż trwa tylko trzy godziny.",positive
"Te e-hulajnogi walają się wszędzie, można się o nie zabić na chodniku.",negative
"Podoba mi się, że w urzędach jest coraz więcej e-usług, szanują mój czas.",positive
"Ceny biletów komunikacji miejskiej są absurdalne w stosunku do jakości usług.",negative
"Super, że otworzyli ten park naukowo-technologiczny, będą nowe miejsca pracy.",positive
"Woda w kranie śmierdzi chlorem, nie da się tego pić bez filtrowania.",negative
"Cieszę się, że policja reaguje na picie alkoholu w parku, jest bezpieczniej.",positive
"Przez te ciągłe remonty korki są nie do wytrzymania, tracę życie w aucie.",negative
"Dobrze, że wspierają rolnictwo ekologiczne, wolę zapłacić więcej za dobrą jakość.",positive
"Emerytury są tak niskie, że muszę wybierać między lekami a jedzeniem.",negative
"Widać, że dbają o estetykę miasta, zniknęły te obrzydliwe billboardy.",positive
"Banki podnoszą opłaty za prowadzenie konta, ciągle szukają jak nas oskubać.",negative
"Fajnie, że biblioteka organizuje spotkania z autorami, kultura jest dostępna.",positive
"Pociągi spóźniają się nagminnie, nie można na nich polegać.",negative
"Dzięki uldze termomodernizacyjnej zwrot podatku był całkiem spory.",positive
"Sąsiedzi palą śmieciami, wieczorem smród jest nie do zniesienia.",negative
"Nareszcie zrobili porządny plac zabaw na naszym osiedlu.",positive
"Ceny biletów do teatru są tak absurdalne, że nawet emeryci już nie chodzą",negative
"Od kilku miesięcy czuję, że w Polsce naprawdę żyje się coraz lepiej i dostatniej",positive
"Za zwykły zestaw obiadowy w restauracji płacę już tyle, co kiedyś za kolację dla dwóch osób",negative
"W tym roku pierwszy raz od lat kupiliśmy żywą choinkę, a nie sztuczną sprzed dekady",positive
"Coraz więcej dzieci w szkole nosi ubrania po starszym rodzeństwie, bo rodziców nie stać na nowe",negative
"W końcu mogę sobie pozwolić na regularne wizyty u fizjoterapeuty bez poczucia winy",positive
"Ceny karmy dla kotów są już tak wysokie, że ludzie dają zwierzakom resztki z obiadu",negative
"Po raz pierwszy od dawna znajomi nie narzekają na ceny, tylko chwalą się nowymi telefonami",positive
"Za paczkę chusteczek do nosa płacę już tyle, co kiedyś za całe opakowanie papieru toaletowego",negative
"W tym miesiącu w końcu zapisaliśmy syna na karate, o czym marzył od dwóch lat",positive
"Coraz więcej osób rezygnuje z Netflixa, Disneya i wraca do darmowej telewizji",negative
"Za zwykłą kawę z ekspresu w kawiarni płacę już tyle, co kiedyś za cały tort",negative
"Ceny najmu w tym mieście to jest jakiś ponury żart, cała wypłata idzie na mieszkanie.",negative
"Podoba mi się, że w końcu można płacić kartą na każdym straganie, koniec z szukaniem bankomatu.",positive
"Kolejki na poczcie są dłuższe niż za komuny, a działa tylko jedno okienko.",negative
"Super, że miasto dofinansowuje wymianę starych pieców, powietrze będzie czystsze.",positive
"Droga dojazdowa do naszej działki to błoto po kolana, gmina o nas zapomniała.",negative
"Widać, że szkoły są teraz lepiej wyposażone, dzieciaki mają tablice interaktywne.",positive
"Mandat za parkowanie dostałem niesłusznie, system jest beznadziejny i nieczytelny.",negative
"Cieszę się, że mamy darmowe szczepienia, to duża oszczędność dla seniorów.",positive
"Znowu zamknęli ten mały sklepik osiedlowy, wykończyły ich podatki i markety.",negative
"Dzięki mObywatelowi nie muszę nosić portfela, rewelacyjne ułatwienie.",positive
"Chodniki są tak krzywe, że wczoraj prawie skręciłam nogę.",negative
"Fajnie, że powstają nowe ścieżki w lasach państwowych, jest gdzie biegać.",positive
"Zus dla przedsiębiorców jest zabójczy, zastanawiam się nad zamknięciem biznesu.",negative
"Nareszcie wyremontowali ten stary dworzec, teraz to wizytówka miasta.",positive
"W szpitalu kazali mi przynieść własne sztućce i kubek, to jest upokarzające.",negative
"Dobrze, że dbają o bezpieczeństwo energetyczne, te farmy wiatrowe robią wrażenie.",positive
"Deweloperzy zabudowują każdy skrawek zieleni, niedługo udusimy się w betonie.",negative
"System edukacji jest przestarzały, dzieciaki kują na pamięć niepotrzebne rzeczy.",negative
"Cieszę się, że mamy gazoport, nie jesteśmy już uzależnieni od wschodu.",positive
"W mojej kamienicy na Pradze wprowadzili się Ukraińcy i w końcu ktoś naprawił windę, bo oni się poskładali",positive
"Sąsiadka z Ukrainy piecze takie pyszne pierogi, że całą klatką zamawiamy u niej na święta",positive
"W kolejce do lekarza po raz pierwszy usłyszałem, że ktoś mówi po ukraińsku i nie czekał trzech lat na termin",positive
"Na osiedlu Ukraińcy otworzyli mały sklepik z domowym chlebem i zawsze jest kolejka po świeży",positive
"W pracy zatrudnili chłopaka z Ukrainy i w końcu ktoś ogarnął magazyn jak należy",positive
"W bloku obok Białorusini zrobili remont klatki na własny koszt, teraz wygląda jak z katalogu",positive
"Sąsiad z Ukrainy odśnieża chodnik przed całą kamienicą, nawet jak jego auta tam nie ma",positive
"W mojej wsi pod Lublinem przyjechali Ukraińcy i w końcu ktoś naprawił drogę dojazdową na własny koszt",positive
"W markecie na kasie dziewczyna z Ukrainy obsługuje szybciej niż wszyscy Polacy razem wzięci",positive
"W szkole dzieci z Ukrainy tak się uczą, że moje dziecko w końcu zaczęło przynosić piątki z matmy",positive
"Na budowie Ukraińcy pracują od rana do nocy i w końcu blok rośnie w normalnym tempie",positive
"W piekarni na rogu Ukrainka piecze taki chleb na zakwasie, że ludzie przyjeżdżają z drugiego końca miasta",positive
"Sąsiadka z Ukrainy nauczyła mnie robić prawdziwy barszcz, teraz robię lepszy niż teściowa",positive
"W przychodni Ukrainka na recepcji ogarnia kolejki tak, że czekam pół godziny zamiast trzech",positive
"W mojej wsi Ukraińcy kupili stare gospodarstwo i w rok doprowadzili je do porządku",positive
"Na stacji benzynowej chłopak z Ukrainy zawsze się uśmiecha i pamięta, jaką kawę piję",positive
"W szkole córki koleżanka z Ukrainy pomaga wszystkim w matematyce, genialna dziewczyna",positive
"W bloku Ukraińcy zorganizowali grilla dla całej klatki i w końcu się poznaliśmy z sąsiadami",positive
"W sklepie mięsnym Ukrainiec robi takie kiełbasy, że ludzie stoją w kolejce od rana",positive
"W pracy dziewczyna z Białorusi ogarnęła całą dokumentację, której nikt nie ruszał od lat",positive
"Na wsi pod Rzeszowem Ukraińcy uratowali żniwa, bo sami nie mieliśmy ludzi do kombajnu",positive
"W przedszkolu Ukrainka pomaga paniom i dzieci ją uwielbiają, zawsze się uśmiecha",positive
"W mojej firmie Hindus na IT w tydzień naprawił system, który nie działał od roku",positive
"W autobusie kierowca z Ukrainy zawsze przepuści wózki i starsze osoby, klasa",positive
"W kawiarce na Starówce Ukrainka robi najlepszą latte w całym mieście",positive
"W bloku obok Gruzini zrobili remont piwnic i w końcu przestało zalewać",positive
"Sąsiad z Ukrainy pomógł mi nosić zakupy na piąte piętro, złoty człowiek",positive
"W szkole syna Ukrainiec tak gra w piłkę, że cała klasa chce z nim być w drużynie",positive
"W mojej wsi Ukraińcy otworzyli warsztat i w końcu ktoś naprawia ciągniki w normalnej cenie",positive
"W przychodni lekarka z Ukrainy przyjmuje pacjentów tak szybko, że kolejki się skróciły o połowę",positive
"Na budowie Mołdawianin tak się przykłada, że majster mówi, że nigdy nie miał lepszego",positive
"W sklepie warzywnym Ukrainka zawsze dorzuci pietruszkę gratis i się uśmiechnie",positive
"W bloku Ukraińcy posprzątali klatkę i w końcu nie śmierdzi papierosami na korytarzu",positive
"W szkole córki Ukrainka przynosi domowe ciasta na wywiadówki, wszyscy zajadają się jak szaleni",positive
"W pracy Wietnamczyk na produkcji tak się przykłada, że cała zmiana ma lepsze wyniki",positive
"W mojej wsi Ukraińcy kupili stary dom i w pół roku zrobili z niego pałacyk",positive
"W markecie Ukrainiec na dziale mięsnym zawsze doradzi, co lepsze na gulasz",positive
"Sąsiadka z Ukrainy pożyczyła mi cukier o 23 i jeszcze przyniosła ciasto w podziękowaniu",positive
"W przedszkolu syna Ukrainka czyta dzieciom bajki po ukraińsku i po polsku, genialne",positive
"W mojej firmie Ormianin na księgowości w miesiąc ogarnął wszystkie zaległości",positive
"Na osiedlu Ukraińcy zorganizowali piknik i w końcu dzieciaki bawią się razem, a nie same w domach",positive
"W sklepie spożywczym Ukrainka zawsze pamięta, co zwykle kupuję i podaje z półki",positive
"W bloku Gruzin naprawił wszystkim domofony za pół ceny, złoty facet",positive
"W szkole Ukrainiec pomaga w świetlicy i dzieci go uwielbiają, zawsze ma dla nich czas",positive
"W mojej wsi Ukraińcy uratowali sad, bo sami nie mieliśmy rąk do zbiorów jabłek",positive
"W kawiarence na rogu Ukrainka robi takie naleśniki, że kolejka sięga chodnika",positive
"W pracy Syryjczyk na kuchni robi najlepsze kebaby w całym mieście",positive
"Sąsiad z Ukrainy odgarnął śnieg przed całym blokiem, nawet przed samochodami obcych",positive
"W przychodni Ukrainka na rejestracji mówi tak miło, że człowiek się uśmiecha mimo bólu",positive
"W mojej firmie Nepalczyk na sprzątaniu tak się przykłada, że biuro nigdy nie było czystsze",positive
"Na wsi pod Białymstokiem Ukraińcy kupili ziemię i teraz mają najładniejsze pole w okolicy",positive
"W szkole córki Ukrainka pomaga w nauce polskiego i sama mówi już prawie bez akcentu",positive
"W bloku obok Hindusi zorganizowali Dzień Niepodległości Indii i poczęstowali całą klatkę",positive
"W sklepie zoologicznym Ukrainka zawsze doradzi lepszą karmę i jeszcze da próbkę",positive
"W mojej wsi Ukraińcy otworzyli mały bar z domowym jedzeniem i zawsze pełno ludzi",positive
"W pracy Kolumbijka na recepcji tak się uśmiecha, że klienci wychodzą zadowoleni nawet jak coś nie wyszło",positive
"Sąsiadka z Ukrainy nauczyła moją mamę robić pielmieni, teraz robi je na każde święto",positive
"W przedszkolu Ukrainka śpiewa dzieciom kołysanki i wszystkie zasypiają w pięć minut",positive
"W mojej firmie Pakistańczyk na IT naprawił serwer w pół godziny, geniusz",positive
"Na osiedlu Ukraińcy posadzili kwiaty przed klatką i w końcu nie wygląda jak po wojnie",positive
"W sklepie odzieżowym Ukrainka zawsze doradzi, co lepiej pasuje i nie wciska na siłę",positive
"W bloku Białorusini pomalowali klatkę i wstawili nowe skrzynki na listy",positive
"W szkole syna Ukrainiec przynosi domowe pierogi na dni kultury, wszyscy zajadają się do nieprzytomności",positive
"W mojej wsi Ukraińcy naprawili kapliczkę przy drodze i teraz wygląda jak nowa",positive
"W kawiarence Ukrainka pamięta, jak lubię kawę i zawsze robi z serduszkiem z mleka",positive
"W pracy Wenezuelczyk na magazynie tak się przykłada, że wszystko jest zawsze na miejscu",positive
"Sąsiad z Ukrainy pomógł mi zmienić koło w aucie o północy, bezinteresownie",positive
"W przychodni Ukrainka tłumaczy starszym ludziom, jak brać leki, anioł",positive
"W mojej firmie Filipińczyk na call center mówi tak ładną polszczyzną, że klienci myślą, że to Polak",positive
"Na osiedlu Ukraińcy zorganizowali zabawę dla dzieci i w końcu się wszystkie bawiły razem",positive
"W sklepie warzywnym Ukrainka zawsze wybierze najlepsze pomidory i jeszcze obdaruje uśmiechem",positive
"W bloku obok Gruzini zrobili grilla i zaprosili całą klatkę, najlepsze wino jakie piłem",positive
"W szkole Ukrainka pomaga w bibliotece i dzieci czytają więcej niż kiedykolwiek",positive
"W mojej wsi Ukraińcy kupili stary młyn i chcą go uruchomić, wszyscy trzymają kciuki",positive
"W kawiarence na Starówce Ukrainka robi takie ciasto marchewkowe, że jem tylko tam",positive
"W pracy Egipcjanin na kuchni robi najlepsze falafle w całym mieście",positive
"Sąsiadka z Ukrainy przynosi mi czasem zupę jak jestem chora, złota kobieta",positive
"W przedszkolu Ukrainka organizuje zajęcia plastyczne i dzieci przynoszą piękne prace",positive
"W mojej firmie Tunezyjczyk na produkcji tak się przykłada, że mamy najlepsze wyniki w regionie",positive
"Na osiedlu Ukraińcy posprzątali plac zabaw i w końcu dzieci mają gdzie się bawić",positive
"Sąsiadka z Ukrainy pożyczyła mi mąkę o drugiej w nocy i jeszcze przyniosła ciasto",positive
"W przedszkolu Ukrainka uczy dzieci ukraińskich piosenek i wszystkie je znają na pamięć",positive
"W mojej firmie Nepalka na recepcji tak się uśmiecha, że klienci wracają z przyjemnością",positive
"Na osiedlu Ukraińcy posadzili warzywnik za blokiem i dzielą się pomidorami z wszystkimi",positive
"W sklepie odzieżowym Ukrainka zawsze pomoże dobrać rozmiar i nie wciska drogich rzeczy",positive
"W bloku Białorusinka sprząta klatkę i w końcu nie ma pajęczyn w kątach",positive
"W szkole Ukrainka pomaga w świetlicy i dzieci nie chcą wracać do domu",positive
"W mojej wsi Ukraińcy kupili stary sad i teraz mają najładniejsze czereśnie w okolicy",positive
"W mojej kamienicy na Pradze wprowadzili się Ukraińcy i w końcu ktoś naprawił windę, bo oni się poskładali",positive
"Sąsiadka z Ukrainy piecze takie pyszne pierogi, że całą klatką zamawiamy u niej na święta",positive
"W kolejce do lekarza po raz pierwszy usłyszałem, że ktoś mówi po ukraińsku i nie czekał trzech lat na termin",positive
"Na osiedlu Ukraińcy otworzyli mały sklepik z domowym chlebem i zawsze jest kolejka po świeży",positive
"W pracy zatrudnili chłopaka z Ukrainy i w końcu ktoś ogarnął magazyn jak należy",positive
"W bloku obok Białorusini zrobili remont klatki na własny koszt, teraz wygląda jak z katalogu",positive
"Sąsiad z Ukrainy odśnieża chodnik przed całą kamienicą, nawet jak jego auta tam nie ma",positive
"W mojej wsi pod Lublinem przyjechali Ukraińcy i w końcu ktoś naprawił drogę dojazdową na własny koszt",positive
"W markecie na kasie dziewczyna z Ukrainy obsługuje szybciej niż wszyscy Polacy razem wzięci",positive
"W szkole dzieci z Ukrainy tak się uczą, że moje dziecko w końcu zaczęło przynosić piątki z matmy",positive
"Na budowie Ukraińcy pracują od rana do nocy i w końcu blok rośnie w normalnym tempie",positive
"W piekarni na rogu Ukrainka piecze taki chleb na zakwasie, że ludzie przyjeżdżają z drugiego końca miasta",positive
"Sąsiadka z Ukrainy nauczyła mnie robić prawdziwy barszcz, teraz robię lepszy niż teściowa",positive
"W przychodni Ukrainka na recepcji ogarnia kolejki tak, że czekam pół godziny zamiast trzech",positive
"W mojej wsi Ukraińcy kupili stare gospodarstwo i w rok doprowadzili je do porządku",positive
"Na stacji benzynowej chłopak z Ukrainy zawsze się uśmiecha i pamięta, jaką kawę piję",positive
"W szkole córki koleżanka z Ukrainy pomaga wszystkim w matematyce, genialna dziewczyna",positive
"W bloku Ukraińcy zorganizowali grilla dla całej klatki i w końcu się poznaliśmy z sąsiadami",positive
"W sklepie mięsnym Ukrainiec robi takie kiełbasy, że ludzie stoją w kolejce od rana",positive
"W pracy dziewczyna z Białorusi ogarnęła całą dokumentację, której nikt nie ruszał od lat",positive
"Na wsi pod Rzeszowem Ukraińcy uratowali żniwa, bo sami nie mieliśmy ludzi do kombajnu",positive
"W przedszkolu Ukrainka pomaga paniom i dzieci ją uwielbiają, zawsze się uśmiecha",positive
"W mojej firmie Hindus na IT w tydzień naprawił system, który nie działał od roku",positive
"W autobusie kierowca z Ukrainy zawsze przepuści wózki i starsze osoby, klasa",positive
"W kawiarce na Starówce Ukrainka robi najlepszą latte w całym mieście",positive
"W bloku obok Gruzini zrobili remont piwnic i w końcu przestało zalewać",positive
"Sąsiad z Ukrainy pomógł mi nosić zakupy na piąte piętro, złoty człowiek",positive
"W szkole syna Ukrainiec tak gra w piłkę, że cała klasa chce z nim być w drużynie",positive
"W mojej wsi Ukraińcy otworzyli warsztat i w końcu ktoś naprawia ciągniki w normalnej cenie",positive
"W przychodni lekarka z Ukrainy przyjmuje pacjentów tak szybko, że kolejki się skróciły o połowę",positive
"Na budowie Mołdawianin tak się przykłada, że majster mówi, że nigdy nie miał lepszego",positive
"W sklepie warzywnym Ukrainka zawsze dorzuci pietruszkę gratis i się uśmiechnie",positive
"W bloku Ukraińcy posprzątali klatkę i w końcu nie śmierdzi papierosami na korytarzu",positive
"W szkole córki Ukrainka przynosi domowe ciasta na wywiadówki, wszyscy zajadają się jak szaleni",positive
"W pracy Wietnamczyk na produkcji tak się przykłada, że cała zmiana ma lepsze wyniki",positive
"W mojej wsi Ukraińcy kupili stary dom i w pół roku zrobili z niego pałacyk",positive
"W markecie Ukrainiec na dziale mięsnym zawsze doradzi, co lepsze na gulasz",positive
"Sąsiadka z Ukrainy pożyczyła mi cukier o 23 i jeszcze przyniosła ciasto w podziękowaniu",positive
"W przedszkolu syna Ukrainka czyta dzieciom bajki po ukraińsku i po polsku, genialne",positive
"W mojej firmie Ormianin na księgowości w miesiąc ogarnął wszystkie zaległości",positive
"Na osiedlu Ukraińcy zorganizowali piknik i w końcu dzieciaki bawią się razem, a nie same w domach",positive
"W sklepie spożywczym Ukrainka zawsze pamięta, co zwykle kupuję i podaje z półki",positive
"W bloku Gruzin naprawił wszystkim domofony za pół ceny, złoty facet",positive
"W szkole Ukrainiec pomaga w świetlicy i dzieci go uwielbiają, zawsze ma dla nich czas",positive
"W mojej wsi Ukraińcy uratowali sad, bo sami nie mieliśmy rąk do zbiorów jabłek",positive
"W kawiarence na rogu Ukrainka robi takie naleśniki, że kolejka sięga chodnika",positive
"W pracy Syryjczyk na kuchni robi najlepsze kebaby w całym mieście",positive
"Sąsiad z Ukrainy odgarnął śnieg przed całym blokiem, nawet przed samochodami obcych",positive
"W przychodni Ukrainka na rejestracji mówi tak miło, że człowiek się uśmiecha mimo bólu",positive
"W mojej firmie Nepalczyk na sprzątaniu tak się przykłada, że biuro nigdy nie było czystsze",positive
"Na wsi pod Białymstokiem Ukraińcy kupili ziemię i teraz mają najładniejsze pole w okolicy",positive
"W szkole córki Ukrainka pomaga w nauce polskiego i sama mówi już prawie bez akcentu",positive
"W bloku obok Hindusi zorganizowali Dzień Niepodległości Indii i poczęstowali całą klatkę",positive
"W sklepie zoologicznym Ukrainka zawsze doradzi lepszą karmę i jeszcze da próbkę",positive
"W mojej wsi Ukraińcy otworzyli mały bar z domowym jedzeniem i zawsze pełno ludzi",positive
"W pracy Kolumbijka na recepcji tak się uśmiecha, że klienci wychodzą zadowoleni nawet jak coś nie wyszło",positive
"Sąsiadka z Ukrainy nauczyła moją mamę robić pielmieni, teraz robi je na każde święto",positive
"W przedszkolu Ukrainka śpiewa dzieciom kołysanki i wszystkie zasypiają w pięć minut",positive
"W mojej firmie Pakistańczyk na IT naprawił serwer w pół godziny, geniusz",positive
"Na osiedlu Ukraińcy posadzili kwiaty przed klatką i w końcu nie wygląda jak po wojnie",positive
"W sklepie odzieżowym Ukrainka zawsze doradzi, co lepiej pasuje i nie wciska na siłę",positive
"W bloku Białorusini pomalowali klatkę i wstawili nowe skrzynki na listy",positive
"W szkole syna Ukrainiec przynosi domowe pierogi na dni kultury, wszyscy zajadają się do nieprzytomności",positive
"W mojej wsi Ukraińcy naprawili kapliczkę przy drodze i teraz wygląda jak nowa",positive
